Month,Year,Area,Temp_max,Temp_mean,Temp_min,Precipitation,Sunshine
12,1999,Suwa,13.2,1.5,-8.6,1,183.3
1,2000,Suwa,13.1,0.6,-11.4,38,156.6
2,2000,Suwa,9,-1.8,-12.2,18.5,192.7
3,2000,Suwa,15.6,2.5,-9.9,105.5,208
4,2000,Suwa,20.1,9,-2.1,80.5,209.8
5,2000,Suwa,30.1,16.1,4.5,64,194.4
6,2000,Suwa,30.4,19.2,8.6,210.5,147.8
7,2000,Suwa,34.8,23.2,14.9,86.5,191.5
8,2000,Suwa,32.6,24.2,18.2,139,231.6
9,2000,Suwa,30.5,19.7,6.5,268.5,150.7
10,2000,Suwa,25.6,13.9,2.8,100.5,134
11,2000,Suwa,20.4,8,-3.8,125.5,143.5
12,2000,Suwa,11.3,1.7,-8.5,15.5,169.7
1,2001,Suwa,7.1,-2.8,-17.8,101.5,144.7
2,2001,Suwa,11.5,-2.3,-15.3,46,167.8
3,2001,Suwa,17.8,3.2,-7.9,84,172.3
4,2001,Suwa,24.2,10.1,-7.3,20.5,238.8
5,2001,Suwa,29,15.8,1.5,148,212.6
6,2001,Suwa,30.1,19.5,8.6,216.5,155.9
7,2001,Suwa,34.8,25.1,17.7,8.5,254.5
8,2001,Suwa,34.3,23.6,17,110,181
9,2001,Suwa,29.4,18.9,4.8,112.5,158.5
10,2001,Suwa,23.3,12.8,2.9,180,172
11,2001,Suwa,16.6,6.2,-2.7,61.5,192.5
12,2001,Suwa,12.5,0.9,-8.6,36.5,187.2
1,2002,Suwa,11.7,-0.2,-10.6,69,162.1
2,2002,Suwa,15.3,0.8,-9.6,22.5,162.2
3,2002,Suwa,18.2,5.7,-5.2,76,214.7
4,2002,Suwa,25.3,11.6,0.5,93.5,176
5,2002,Suwa,26.2,15,6.5,81,190.5
6,2002,Suwa,29.8,19,9.6,76.5,185.4
7,2002,Suwa,33.7,24.5,16.8,193,187.1
8,2002,Suwa,34.2,24.1,11.8,63,240.3
9,2002,Suwa,32.1,18.9,7.5,121.5,135.4
10,2002,Suwa,25.2,12.9,-0.8,140,196.4
11,2002,Suwa,15.8,4.9,-3.8,31,160.4
12,2002,Suwa,12,0.8,-10.8,81,125.7
1,2003,Suwa,9,-2.7,-16.6,93.5,187.7
2,2003,Suwa,10.9,-0.4,-10.1,41,174.4
3,2003,Suwa,18.6,2.2,-8.9,86,206.7
4,2003,Suwa,26.5,10.9,-1.5,169.5,165.1
5,2003,Suwa,27.4,15.6,2.4,114.5,210.6
6,2003,Suwa,28.5,19.3,7.5,84,148.4
7,2003,Suwa,29.7,20.7,14.4,154.5,103.1
8,2003,Suwa,32.9,23.2,15.8,271,155.6
9,2003,Suwa,32.3,20.4,6.5,152,186.8
10,2003,Suwa,22.6,12,2.3,71,150.8
11,2003,Suwa,22.1,9.6,-1.2,182.5,125.6
12,2003,Suwa,11.9,2.1,-9,16.5,175.2
1,2004,Suwa,9.7,-1.9,-11.5,25,215.1
2,2004,Suwa,15.3,1.3,-10.1,56,201.4
3,2004,Suwa,19.4,3.7,-9.5,66.5,197.3
4,2004,Suwa,27.4,11.2,-0.2,87.5,247.9
5,2004,Suwa,28.3,16.2,7,255,171.1
6,2004,Suwa,29.6,20.1,9.4,130,179.1
7,2004,Suwa,33.3,24.6,17.3,43,242.4
8,2004,Suwa,32.1,23,15.6,223.5,194.3
9,2004,Suwa,29.4,20.8,13.7,179,136.5
10,2004,Suwa,24.4,12.9,3.1,350.5,145
11,2004,Suwa,19,8.6,-0.8,44,180.6
12,2004,Suwa,18,3,-6.1,75,197.8
1,2005,Suwa,7.1,-1.5,-12.3,21.5,182.8
2,2005,Suwa,10.2,-0.3,-8.5,31,167.7
3,2005,Suwa,16.4,3,-7.8,70.5,210.3
4,2005,Suwa,25.8,10.6,-2.3,37.5,239.5
5,2005,Suwa,26.3,14.5,2.6,61,233.2
6,2005,Suwa,31.2,20.8,11.4,132.5,178.6
7,2005,Suwa,32.8,22.9,17.1,206.5,153.1
8,2005,Suwa,32.9,23.9,16.8,83,165.8
9,2005,Suwa,31.8,21.1,10.9,63,157.9
10,2005,Suwa,26.1,14.4,5.2,68.5,139.4
11,2005,Suwa,17,6.2,-3.9,41,190
12,2005,Suwa,8,-1.2,-10.7,10,173.7
1,2006,Suwa,12.9,-2.1,-11.8,17.5,175.8
2,2006,Suwa,17.2,0.9,-10.3,100,155
3,2006,Suwa,15.5,3.4,-6.4,85,200.3
4,2006,Suwa,20.6,8.6,-2.6,85,162.2
5,2006,Suwa,26.5,15.3,2.1,84.5,170.1
6,2006,Suwa,30.2,19.6,11.6,108.5,160.8
7,2006,Suwa,32.5,22.7,16.6,506.5,117.6
8,2006,Suwa,33,24.6,17.2,83,231.1
9,2006,Suwa,30.3,19.2,9.6,145,148
10,2006,Suwa,22.4,14.3,7.3,163,182.3
11,2006,Suwa,18.6,7.9,-3,102.5,159.8
12,2006,Suwa,12.1,2.4,-6.8,65,151.2
1,2007,Suwa,9.7,-0.1,-9.4,37,188.4
2,2007,Suwa,14.3,2.2,-8.1,43.5,192.5
3,2007,Suwa,17.6,3.9,-5.9,86,221.4
4,2007,Suwa,23.8,8.8,-1.4,30,198.5
5,2007,Suwa,27.7,14.8,4.4,140.5,247.4
6,2007,Suwa,30.4,19.2,8.9,113,162.2
7,2007,Suwa,30.4,21.5,16.1,265,109.3
8,2007,Suwa,33.2,24.7,17.4,35,241.2
9,2007,Suwa,31.5,21.6,12.2,126,149.8
10,2007,Suwa,23.8,13.2,2.7,134.5,155.4
11,2007,Suwa,17.3,7,-4.6,17.5,159.7
12,2007,Suwa,12.1,2.6,-5.3,49,140.7
1,2008,Suwa,11.2,-1.3,-13.2,39.5,182.1
2,2008,Suwa,11.1,-3.1,-16.3,40.5,194.4
3,2008,Suwa,17.6,4.8,-8.1,75,210.9
4,2008,Suwa,26,10.2,-2.2,112,196
5,2008,Suwa,27.2,15.1,5.3,164.5,192.9
6,2008,Suwa,27.3,18.6,8.9,247.5,147.7
7,2008,Suwa,33.6,23.8,13.1,148,220.3
8,2008,Suwa,33.2,23.5,17,172.5,197.5
9,2008,Suwa,29.2,19.4,8.3,119.5,139.2
10,2008,Suwa,23.7,13.4,2.3,61.5,173
11,2008,Suwa,18.7,6.6,-2.2,35,141.8
12,2008,Suwa,14.2,2.8,-7.9,41.5,190
1,2009,Suwa,12.5,-0.6,-10.5,47.5,182.1
2,2009,Suwa,17.1,2,-7.6,62.5,171.9
3,2009,Suwa,19.5,4,-4.6,113,212
4,2009,Suwa,23,10.6,-1.6,82.5,251.1
5,2009,Suwa,29.4,15.5,3.9,85,163.6
6,2009,Suwa,30.8,19,7.7,138.5,166.9
7,2009,Suwa,30.9,22.3,16.2,252,93.8
8,2009,Suwa,31.6,23,15.1,179.5,186.1
9,2009,Suwa,29.3,18.7,8.8,88,169
10,2009,Suwa,23.5,12.8,3.2,135.5,161.5
11,2009,Suwa,22.5,7.2,-1.3,134,139.1
12,2009,Suwa,11.3,2.2,-7.7,34.5,160.3
1,2010,Suwa,13.3,-0.4,-10.3,25.5,202.6
2,2010,Suwa,17.3,1.4,-8.3,92,128.1
3,2010,Suwa,21.1,4.3,-6.7,159.5,132.2
4,2010,Suwa,21.7,8.1,-2.1,122,166.8
5,2010,Suwa,28.9,14.4,3.2,152,215
6,2010,Suwa,29.2,19.8,10.5,182.5,161.5
7,2010,Suwa,33.7,24,17,229,186.8
8,2010,Suwa,33.2,25.6,20.6,83,216.6
9,2010,Suwa,32.9,21.2,7.3,233.5,179
10,2010,Suwa,23.8,14.3,2.4,122,128.7
11,2010,Suwa,17.5,6.3,-2.9,49.5,169.3
12,2010,Suwa,14.9,2.9,-7.6,53.5,168.5
1,2011,Suwa,5,-2.7,-10.7,1,216.6
2,2011,Suwa,13.6,0.9,-9,87.5,184
3,2011,Suwa,16.1,1.9,-7.7,68,225.6
4,2011,Suwa,22.5,8.7,-3.7,105.5,228
5,2011,Suwa,29.4,14.8,5.2,239.5,188.1
6,2011,Suwa,31.8,20,11.2,88.5,143.1
7,2011,Suwa,34,24.3,16.3,153.5,179.4
8,2011,Suwa,33.4,23.8,16.9,262.5,175.9
9,2011,Suwa,30.8,20,8.2,289,177.8
10,2011,Suwa,23,13.2,2,91,192.6
11,2011,Suwa,20.3,8.7,-1.6,74.5,154.4
12,2011,Suwa,12.3,1.3,-9.2,7,180.1
1,2012,Suwa,6.2,-2.2,-11.3,20.5,179.9
2,2012,Suwa,9.9,-1.3,-13.9,105.5,149
3,2012,Suwa,16.9,3.4,-6.1,129.5,168.1
4,2012,Suwa,26.9,9.7,-4.8,81,185.8
5,2012,Suwa,25,14.6,2.7,107.5,205.7
6,2012,Suwa,28.3,18.9,12.4,135.5,174.1
7,2012,Suwa,33.4,23.5,17.3,270.5,171.6
8,2012,Suwa,32.7,24.8,17.1,110.5,253.5
9,2012,Suwa,30.2,21.3,9.5,113,181.5
10,2012,Suwa,24.1,13.4,3.9,82,200.7
11,2012,Suwa,17.2,6.1,-3.2,74.5,182.9
12,2012,Suwa,11.1,0.4,-9.4,48.5,164.3
1,2013,Suwa,7.1,-2.5,-12.3,41.5,206.3
2,2013,Suwa,10.7,-1.6,-14.4,69,179.3
3,2013,Suwa,19.2,5.7,-6.6,54,231.5
4,2013,Suwa,23.9,9.2,-2.4,105,222.3
5,2013,Suwa,28.3,15.3,0.9,61,281.6
6,2013,Suwa,29.8,20,12.3,168.5,143.1
7,2013,Suwa,33.5,23.7,15.9,138.5,193.6
8,2013,Suwa,34.4,24.7,15.6,222.5,236.3
9,2013,Suwa,30.2,19.9,8,206.5,184.7
10,2013,Suwa,26.8,15,2.9,146.5,138.1
11,2013,Suwa,18,6.6,-3.3,55,176.9
12,2013,Suwa,11,1,-8.3,36,163.5
1,2014,Suwa,9,-1.6,-10,35.5,206.9
2,2014,Suwa,12.8,-1.6,-10.9,58.5,188.8
3,2014,Suwa,18.6,3.7,-9.6,131.5,194.6
4,2014,Suwa,22.5,9.7,-3.3,46.5,227.8
5,2014,Suwa,28.6,15.4,3.3,59.5,267.1
6,2014,Suwa,31.7,19.9,10.9,116.5,172.5
7,2014,Suwa,33.4,23.2,16.7,318,190.5
8,2014,Suwa,32.5,23.2,17.6,186,117
9,2014,Suwa,27.9,18.1,6.9,55,181.3
10,2014,Suwa,24.5,13.2,0.3,174,172.4
11,2014,Suwa,20.6,7.9,-2.5,91,142.6
12,2014,Suwa,12.3,0.4,-11,97.5,148.9
1,2015,Suwa,8,-1.4,-10.5,58,179.7
2,2015,Suwa,13.9,-0.1,-11.2,16,182.1
3,2015,Suwa,21.2,4.9,-4.2,62.5,191.3
4,2015,Suwa,26.5,11,0.1,140,154.2
5,2015,Suwa,30.1,17.3,3.4,51.5,253.9
6,2015,Suwa,28.4,18.8,9.2,172.5,173.1
7,2015,Suwa,33.9,23.3,15.6,138.5,179.2
8,2015,Suwa,33.8,23.8,15.9,194.5,172.9
9,2015,Suwa,28.9,18.6,8.7,256,150.6
10,2015,Suwa,23.6,13.1,1.9,39,237.2
11,2015,Suwa,18.6,9.3,-1,138.5,129.8
12,2015,Suwa,19.7,3.9,-6.5,39.5,162.7
1,2016,Suwa,14.2,-0.3,-13,83,188.6
2,2016,Suwa,17.5,0.9,-9,85.5,194.7
3,2016,Suwa,20.3,5,-6.9,56.5,218.7
4,2016,Suwa,24.5,11.8,-1.8,121,191.6
5,2016,Suwa,28.6,17,5.5,79.5,221.9
6,2016,Suwa,28.4,19.3,5.8,180.5,162.8
7,2016,Suwa,32.2,23.5,17.8,124,195.8
8,2016,Suwa,32.7,24.2,14.3,126,194.7
9,2016,Suwa,29.7,20.9,14,414,109
10,2016,Suwa,26.2,14.2,2.3,108,162
11,2016,Suwa,18.4,6.6,-4.9,101,162.5
12,2016,Suwa,15.1,2.8,-6,81.5,180.5
1,2017,Suwa,10.9,-0.8,-10.9,21,201.9
2,2017,Suwa,11.3,-0.1,-10.1,59.5,198.3
3,2017,Suwa,14.9,3.1,-4.8,34.5,222.3
4,2017,Suwa,22.7,9.6,-2,93.5,212.4
5,2017,Suwa,30.4,16.7,3.4,64.5,226.1
6,2017,Suwa,29.7,18.4,7.1,47,222.9
7,2017,Suwa,32.9,24.4,18.4,134.5,175.9
8,2017,Suwa,32.5,24.1,17,126.5,164.4
9,2017,Suwa,27.6,18.8,9.5,102,181.9
10,2017,Suwa,26.3,13,-0.1,341,111
11,2017,Suwa,20.1,6.3,-3.3,22.5,180.8
12,2017,Suwa,11.9,0.7,-7.7,12,202.7
1,2018,Suwa,11,-1.3,-11.3,48,196.2
2,2018,Suwa,11.3,-1.1,-11.3,20.5,183.5
3,2018,Suwa,21.6,6.1,-3.6,143.5,223
4,2018,Suwa,27.1,12.3,-0.6,153.5,236.6
5,2018,Suwa,28.6,16.2,3.1,181,217.5
6,2018,Suwa,30.9,19.9,10.5,134.5,206.2
7,2018,Suwa,34.5,25.5,18.3,193.5,260.5
8,2018,Suwa,34.9,25.1,12.6,77.5,230.3
9,2018,Suwa,29.2,19.4,11.8,364.5,103.2
10,2018,Suwa,27.5,14.3,3.2,49,186.7
11,2018,Suwa,20.7,8.6,-1.2,14.5,199.4
12,2018,Suwa,16.1,2.9,-8.7,49,163.2
1,2019,Suwa,8.8,-0.8,-9.5,9.5,202.5
2,2019,Suwa,16,1.1,-8,27,184.1
3,2019,Suwa,19.9,4.6,-3.9,68,196.6
4,2019,Suwa,23.3,9.1,-3.5,54.5,197.5
5,2019,Suwa,31,15.8,0.9,83.5,274.6
6,2019,Suwa,27.9,18.8,11.5,177,162
7,2019,Suwa,33.5,22.3,16.6,250,108.5
8,2019,Suwa,34.7,25,17.9,225,199.4
9,2019,Suwa,31.3,21.3,11.9,29.5,180.3
10,2019,Suwa,26.9,15.2,7.2,266.5,121.1
11,2019,Suwa,19.9,7.7,-2.5,23.5,190.5
12,2019,Suwa,13.5,3.3,-4.8,51,144.8
1,1960,Naha,24.2,16.6,10.7,112.9,119.5
2,1960,Naha,24.4,16.9,11.2,35.4,165.5
3,1960,Naha,26.9,19.9,13.8,316.8,139.5
4,1960,Naha,27,20.3,12.6,90.4,90.8
5,1960,Naha,29.5,23.1,15.8,211.6,160.8
6,1960,Naha,31.6,26,20.7,183.8,193.6
7,1960,Naha,32.4,28.4,22.7,197.5,272.5
8,1960,Naha,31.4,27.3,24.4,232.6,180.1
9,1960,Naha,31.6,27.4,23.4,109.9,245.4
10,1960,Naha,30.4,24.7,17.8,49.1,210.6
11,1960,Naha,27.5,21.8,16.3,112.3,182.4
12,1960,Naha,23.3,17.4,8.7,182.8,120.7
1,1961,Naha,23.9,15.5,9.8,40.3,136.4
2,1961,Naha,22.7,15.2,9,71.7,85.5
3,1961,Naha,25.5,18.5,12.8,106.1,120.2
4,1961,Naha,26.5,20.8,13.6,125.8,148.2
5,1961,Naha,29.8,24.2,14.9,157.4,139.9
6,1961,Naha,31.1,27.5,22.2,101.1,278.9
7,1961,Naha,32.8,28.1,22.5,512.9,244.4
8,1961,Naha,31.9,28.2,23.7,176,267.8
9,1961,Naha,32.4,27.8,22.6,168.7,233.8
10,1961,Naha,30.5,25,20.4,277.2,221.9
11,1961,Naha,28.2,22,15.7,82.5,166.8
12,1961,Naha,24.4,18.1,11.6,134.9,99.5
1,1962,Naha,21.1,14.4,8.7,108.9,85.7
2,1962,Naha,24.5,16.3,9.2,66.9,167.7
3,1962,Naha,24.5,17,10.4,322.8,139.2
4,1962,Naha,26.2,19.1,11.8,199.4,175.5
5,1962,Naha,29,23.9,17,150.4,120.7
6,1962,Naha,31.1,26.5,22.2,239,189.6
7,1962,Naha,32.8,28.3,24.4,157.5,271.1
8,1962,Naha,32.3,27.9,23.4,114.4,285.1
9,1962,Naha,33,27.7,22.6,119.3,251.2
10,1962,Naha,31.3,24.6,19,68.7,179.2
11,1962,Naha,28,21.3,15.5,238.7,107.5
12,1962,Naha,25,17.7,12.9,157.9,162.1
1,1963,Naha,18.7,12.4,7.4,62.3,145.3
2,1963,Naha,22.4,13.5,8,48.8,146.9
3,1963,Naha,24.4,17.3,7.8,39.7,179.8
4,1963,Naha,27.6,20.8,13.5,38.6,214.5
5,1963,Naha,31.6,25.7,18.3,14.8,326.5
6,1963,Naha,32.2,26.5,21.4,75.2,220.7
7,1963,Naha,32.7,28.3,22.5,64.3,309.2
8,1963,Naha,32.6,28.4,22.6,224.3,278.1
9,1963,Naha,32.8,27.8,22,166.3,232.5
10,1963,Naha,28.8,23.5,18,40.1,203.9
11,1963,Naha,28.1,21.5,14,47.5,195.8
12,1963,Naha,24.5,18.3,12.3,147.9,126.1
1,1964,Naha,24.8,17.2,9.8,160.2,123.3
2,1964,Naha,25.8,16.3,10,61.6,88.6
3,1964,Naha,25.5,18.2,11.7,123.2,142.5
4,1964,Naha,29.7,24.2,19.1,18.4,271.3
5,1964,Naha,29.8,23.8,17,308.7,147.5
6,1964,Naha,31.9,25.3,17.4,439.3,152.8
7,1964,Naha,32.6,27.8,22,340.4,288.7
8,1964,Naha,31.9,27.6,23.1,376.1,259.4
9,1964,Naha,32.6,27.9,23.9,96.7,237.2
10,1964,Naha,30.6,25.6,20.3,102.6,193
11,1964,Naha,27.8,21.3,15.3,24.2,137.1
12,1964,Naha,24.3,18.6,13.4,230,117.7
1,1965,Naha,23.2,15.5,8.6,78.9,156.8
2,1965,Naha,23.5,16.5,10.2,96.3,97.9
3,1965,Naha,24,16.4,10.4,99.1,142.5
4,1965,Naha,27.9,20.2,13.6,132.4,150.7
5,1965,Naha,29,22.5,15.3,411.1,123.3
6,1965,Naha,30.7,25.6,20.6,515.9,121.3
7,1965,Naha,32.3,28.4,24.2,64.7,307.1
8,1965,Naha,32.3,27.6,20.7,537.8,212.7
9,1965,Naha,31.9,26.4,20.8,74.1,214.9
10,1965,Naha,29,22.9,17.4,105.8,192.4
11,1965,Naha,28.6,22.4,15.8,129.1,151
12,1965,Naha,25.8,18.2,12,120.2,122.2
1,1966,Naha,25.8,16.7,10.7,274.8,109.7
2,1966,Naha,25.6,17.8,10.3,125.6,127.1
3,1966,Naha,26.4,19.6,11.3,134.5,135.5
4,1966,Naha,28.4,21.8,14,218.3,110.1
5,1966,Naha,28.8,23,16.9,637,143
6,1966,Naha,31.3,25.3,18.2,355,142.1
7,1966,Naha,32.4,27.7,23.4,190.3,231.3
8,1966,Naha,32.7,28.4,24.8,295.6,215.3
9,1966,Naha,31.2,26.4,19.8,462.7,203.3
10,1966,Naha,27.8,23.4,18.1,38.5,234.5
11,1966,Naha,27.7,21.6,15.3,210,80.5
12,1966,Naha,25.3,18.4,10.5,233.9,70.8
1,1967,Naha,24.3,15.3,6.6,107.8,92.2
2,1967,Naha,24.6,15.7,8.6,54.6,119.5
3,1967,Naha,26.2,18.2,10.8,102.9,200.1
4,1967,Naha,28.5,22.5,15.1,133.5,168.8
5,1967,Naha,29.9,25,20.2,195.1,162.3
6,1967,Naha,32.2,26.2,19.3,472,164.4
7,1967,Naha,32.2,28.6,23.8,59.8,304.7
8,1967,Naha,32.2,28.3,24.2,136,267.7
9,1967,Naha,31.5,26.6,20.7,60.3,233.8
10,1967,Naha,28.9,23.9,17.5,305.6,164.3
11,1967,Naha,28,22.6,16.1,55.2,132.8
12,1967,Naha,23.2,15.7,9.4,97.1,96.7
1,1968,Naha,23.3,15.5,9.3,69,94.2
2,1968,Naha,22.1,13.4,9.2,110,72.8
3,1968,Naha,23.6,17.1,8.9,230.5,131.8
4,1968,Naha,25.4,19.8,13.9,119,199.9
5,1968,Naha,28.9,23.1,17.7,112.5,172.3
6,1968,Naha,31.2,24.9,18.2,256.5,150.6
7,1968,Naha,32.4,28.4,24.3,12.5,276.1
8,1968,Naha,32.2,28.1,22.4,188.5,204.5
9,1968,Naha,30.9,27,21.7,80,239
10,1968,Naha,30.2,23.8,16.6,37.5,178.1
11,1968,Naha,27,20.7,15.6,86.5,181
12,1968,Naha,25.7,19.3,11.7,95.5,163.2
1,1969,Naha,26.2,18.3,11.7,117.5,74.6
2,1969,Naha,25.7,17.8,9.2,111.5,95.6
3,1969,Naha,26.4,18.2,10.5,242,85.6
4,1969,Naha,28.4,21.7,11.6,69.5,199.5
5,1969,Naha,29.3,24.3,18.7,526.5,119.4
6,1969,Naha,30.5,24.5,17.6,602.5,82.3
7,1969,Naha,32.7,28.5,24.6,44.5,295.4
8,1969,Naha,32.5,28.1,22.7,422,298.1
9,1969,Naha,32.1,28.2,24.1,71.5,263.8
10,1969,Naha,30.3,24.2,17.6,413,193.5
11,1969,Naha,27.9,20.6,14.9,131,109.3
12,1969,Naha,26.1,17.2,10.8,30,129.1
1,1970,Naha,21.6,15.1,8.6,149.5,90.3
2,1970,Naha,26.2,17,10.3,76.5,145.9
3,1970,Naha,24.9,16.6,10.7,258.5,46.4
4,1970,Naha,26.4,19.7,13.7,164.5,119.7
5,1970,Naha,30.4,23.9,16.2,181,160
6,1970,Naha,32.2,26.1,18.7,211.5,250.4
7,1970,Naha,32.2,28.2,21.7,185,282.1
8,1970,Naha,32.5,28.5,23.8,283.5,247.3
9,1970,Naha,31.9,27.7,23.7,215.5,235.6
10,1970,Naha,30.7,25.3,17.8,98,175.2
11,1970,Naha,26.7,21.3,14.3,66,136
12,1970,Naha,25.5,18.4,12.8,201,95.4
1,1971,Naha,21.2,14.2,9.3,86.5,115.7
2,1971,Naha,23.7,15.7,8.7,22.5,103.3
3,1971,Naha,25.3,17.3,11.6,28,200.1
4,1971,Naha,26.2,21,13.5,81,153.5
5,1971,Naha,31,23.5,16.3,40.5,238.9
6,1971,Naha,33.7,28.2,22.6,180,281
7,1971,Naha,33.8,29.5,24.3,37.5,320.4
8,1971,Naha,31.9,28.1,24.2,158,284.4
9,1971,Naha,31.6,27.4,23.8,72,234.3
10,1971,Naha,30.6,24.3,17.7,210,137.5
11,1971,Naha,26.6,21,14.4,367,146.1
12,1971,Naha,25.4,18.3,13,207,88
1,1972,Naha,25.4,18.2,12.2,166.5,140.2
2,1972,Naha,24,17.1,11,291.5,82.6
3,1972,Naha,25.5,17.8,10,72,205.9
4,1972,Naha,28,20.7,12,96,124.4
5,1972,Naha,30,24.3,16.5,388,193.9
6,1972,Naha,32.6,26.9,21,340.5,236.2
7,1972,Naha,32.7,27.8,24,428.5,228.9
8,1972,Naha,31.4,27.5,24,127,269.6
9,1972,Naha,32.6,26.4,18.5,74,209.6
10,1972,Naha,29.4,24.1,17.6,6.5,212.2
11,1972,Naha,29.3,21.7,14.4,159.5,124.1
12,1972,Naha,26.9,19.1,12.2,217,106.4
1,1973,Naha,23.9,17,10.9,204.5,113.7
2,1973,Naha,25.1,18.3,11.2,205,122.3
3,1973,Naha,25.4,18.3,11.9,73.5,145.8
4,1973,Naha,29.1,22.3,14.9,152,184.5
5,1973,Naha,29,23.3,15.5,324,115.6
6,1973,Naha,31.1,25.6,17.4,168,162.5
7,1973,Naha,31.8,27.2,22.7,444.5,252
8,1973,Naha,31.7,27.2,24,62,255.9
9,1973,Naha,31.5,26.5,22.1,190,183.8
10,1973,Naha,30.3,24.5,18.8,33.5,174.5
11,1973,Naha,25.9,20,13.9,48,116.1
12,1973,Naha,22.4,15.9,9.6,59.5,133.1
1,1974,Naha,22.7,16,10.8,63,126
2,1974,Naha,23.8,16,8.9,121.5,92
3,1974,Naha,24.7,17.4,10.1,109.5,160.6
4,1974,Naha,27.8,20.4,10.4,234,169.8
5,1974,Naha,29.2,23.7,18.4,389,192.1
6,1974,Naha,30.8,25.5,19.6,240,167.6
7,1974,Naha,31.9,27.3,22.9,302,271.5
8,1974,Naha,31.9,27.8,23.3,239.5,259
9,1974,Naha,30.6,26,21.4,152.5,206.4
10,1974,Naha,29.8,25.2,17.9,381,154.4
11,1974,Naha,28.7,21.5,14.8,46,106.2
12,1974,Naha,26.4,19.2,13.7,172.5,51.7
1,1975,Naha,24.6,16.1,10.1,196,109.3
2,1975,Naha,25.2,16.2,8.9,110,122.4
3,1975,Naha,23.7,17,9.8,195,122.8
4,1975,Naha,28.4,21.6,11.4,248,191.5
5,1975,Naha,28.8,23.1,15.6,414,122.8
6,1975,Naha,30.8,25.7,19.2,527.5,188.2
7,1975,Naha,31.8,27.5,23.1,444.5,214.9
8,1975,Naha,31.1,27.3,22.8,370,200.7
9,1975,Naha,31.9,27.3,23.9,114,233.4
10,1975,Naha,30.5,25.6,21.3,298.5,153.3
11,1975,Naha,27.3,21.5,13.7,40,137.9
12,1975,Naha,25.7,17.2,11.8,84.5,81.2
1,1976,Naha,21.2,14.9,10.3,24,119.5
2,1976,Naha,25.4,17.8,11.1,61.5,128.3
3,1976,Naha,25.7,17.9,12.2,70.5,103.5
4,1976,Naha,28.2,21.8,14.1,34,182.4
5,1976,Naha,29.4,23.9,16.5,225,183.1
6,1976,Naha,31.4,26.3,19.6,188,213.5
7,1976,Naha,31.4,26.5,21.4,319.5,215
8,1976,Naha,32.4,27.8,24.1,84,267.8
9,1976,Naha,31.3,25.9,21.2,228.5,179.6
10,1976,Naha,28.8,23.6,17.4,237.5,151.7
11,1976,Naha,27,20.1,13.8,67.5,111.3
12,1976,Naha,26.1,17.8,11,57.5,141.3
1,1977,Naha,23,15.8,11,144,87.5
2,1977,Naha,24.2,14.9,7.1,43.5,91.1
3,1977,Naha,25.5,18.9,8.4,62.5,148
4,1977,Naha,28.4,21.7,13.6,48,205.9
5,1977,Naha,29.8,24.5,19,64.5,210.6
6,1977,Naha,30.8,26.4,22.1,289,172.4
7,1977,Naha,32.5,28.5,23.6,100,245.2
8,1977,Naha,32.4,28.1,23.9,145.5,265.1
9,1977,Naha,33,27.4,23.1,243,209.6
10,1977,Naha,29.9,25.1,20.3,59.5,232.2
11,1977,Naha,28.2,21.4,14.4,150,120.9
12,1977,Naha,25.6,19,13.3,117.5,135.3
1,1978,Naha,23.5,15.9,9.9,112,82.2
2,1978,Naha,25,15.5,7,76.5,111.4
3,1978,Naha,24.9,17.2,10.1,267.5,83.7
4,1978,Naha,27,20.6,11.3,281.5,150.5
5,1978,Naha,29,23.2,17.4,234.5,133.7
6,1978,Naha,30.8,26,16.7,250,193.5
7,1978,Naha,31.9,27.6,23.4,315,251.1
8,1978,Naha,30.6,26.9,22.6,515,191.1
9,1978,Naha,31.2,27.1,22.8,164.5,221.8
10,1978,Naha,30.3,24.8,17.2,298.5,174.9
11,1978,Naha,27.2,21.4,13.9,26,148.5
12,1978,Naha,25.7,18.4,12.3,115.5,145.3
1,1979,Naha,23.2,17.2,12.8,109,106
2,1979,Naha,24.6,17,10.3,121.5,123
3,1979,Naha,25.9,18.3,9.5,178.5,82.1
4,1979,Naha,27.2,20.9,14.3,273,162.6
5,1979,Naha,28.3,21.8,16.4,218.5,99.9
6,1979,Naha,31.8,26,19.2,228,223.8
7,1979,Naha,32.7,28.8,24,91.5,292.8
8,1979,Naha,31.9,27.7,23.4,406,194.5
9,1979,Naha,31.5,27.2,23.7,127,244.1
10,1979,Naha,28.7,23.5,17.8,272,182.8
11,1979,Naha,28.3,20.6,13.6,262.5,113.4
12,1979,Naha,25.4,18.7,11.1,72,167.7
1,1980,Naha,25.1,16.3,10.3,116.5,116.4
2,1980,Naha,23.3,15.1,10,107.5,84.2
3,1980,Naha,26.2,19.1,13.1,105.5,121.1
4,1980,Naha,26.2,20.5,13.8,525,97.3
5,1980,Naha,30,23.9,17,97,170.6
6,1980,Naha,32.3,27.6,22.1,20,312.5
7,1980,Naha,32.8,28.7,25,101.5,292.9
8,1980,Naha,34,28.8,24.1,89.5,244.3
9,1980,Naha,32.2,27.3,21.3,154,219.8
10,1980,Naha,30.1,24.2,16.4,203,180.7
11,1980,Naha,27.7,21.8,15,197.5,135.3
12,1980,Naha,25,16.8,11,38,143.7
1,1981,Naha,22.3,15,9.9,52,94.2
